date,unitId,buildingId,location,revenue,type
2022-09-01,0.0,662,POINT (-376.7505037068263 1607.9843212558562),896.7,school
2022-09-01,450.0,943,POINT (-2597.447677094323 3194.1547530883445),4283.58,school
2022-09-01,900.0,262,POINT (-2539.1584040534744 6556.0323181733565),3534.93,school
2022-09-01,1350.0,123,POINT (-4701.462928834322 5141.762936081409),2708.4,school
2022-10-01,0.0,662,POINT (-376.7505037068263 1607.9843212558562),896.7,school
2022-10-01,450.0,943,POINT (-2597.447677094323 3194.1547530883445),4283.58,school
2022-10-01,900.0,262,POINT (-2539.1584040534744 6556.0323181733565),3534.93,school
2022-10-01,1350.0,123,POINT (-4701.462928834322 5141.762936081409),2708.4,school
2022-11-01,0.0,662,POINT (-376.7505037068263 1607.9843212558562),896.7,school
2022-11-01,450.0,943,POINT (-2597.447677094323 3194.1547530883445),4283.58,school
2022-11-01,900.0,262,POINT (-2539.1584040534744 6556.0323181733565),3534.93,school
2022-11-01,1350.0,123,POINT (-4701.462928834322 5141.762936081409),2708.4,school
2022-12-01,0.0,662,POINT (-376.7505037068263 1607.9843212558562),896.7,school
2022-12-01,450.0,943,POINT (-2597.447677094323 3194.1547530883445),4283.58,school
2022-12-01,900.0,262,POINT (-2539.1584040534744 6556.0323181733565),3534.93,school
2022-12-01,1350.0,123,POINT (-4701.462928834322 5141.762936081409),2708.4,school
2023-01-01,0.0,662,POINT (-376.7505037068263 1607.9843212558562),896.7,school
2023-01-01,450.0,943,POINT (-2597.447677094323 3194.1547530883445),4283.58,school
2023-01-01,900.0,262,POINT (-2539.1584040534744 6556.0323181733565),3534.93,school
2023-01-01,1350.0,123,POINT (-4701.462928834322 5141.762936081409),2708.4,school
2023-02-01,0.0,662,POINT (-376.7505037068263 1607.9843212558562),896.7,school
2023-02-01,450.0,943,POINT (-2597.447677094323 3194.1547530883445),4283.58,school
2023-02-01,900.0,262,POINT (-2539.1584040534744 6556.0323181733565),3534.93,school
2023-02-01,1350.0,123,POINT (-4701.462928834322 5141.762936081409),2708.4,school
2023-03-01,0.0,662,POINT (-376.7505037068263 1607.9843212558562),896.7,school
2023-03-01,450.0,943,POINT (-2597.447677094323 3194.1547530883445),4283.58,school
2023-03-01,900.0,262,POINT (-2539.1584040534744 6556.0323181733565),3534.93,school
2023-03-01,1350.0,123,POINT (-4701.462928834322 5141.762936081409),2708.4,school
2023-04-01,0.0,662,POINT (-376.7505037068263 1607.9843212558562),896.7,school
2023-04-01,450.0,943,POINT (-2597.447677094323 3194.1547530883445),4283.58,school
2023-04-01,900.0,262,POINT (-2539.1584040534744 6556.0323181733565),3534.93,school
2023-04-01,1350.0,123,POINT (-4701.462928834322 5141.762936081409),2708.4,school
2023-05-01,0.0,662,POINT (-376.7505037068263 1607.9843212558562),896.7,school
2023-05-01,450.0,943,POINT (-2597.447677094323 3194.1547530883445),4283.58,school
2023-05-01,900.0,262,POINT (-2539.1584040534744 6556.0323181733565),3534.93,school
2023-05-01,1350.0,123,POINT (-4701.462928834322 5141.762936081409),2708.4,school
2022-03-01,1.0,340,POINT (1077.6979444315298 648.4427163702453),768.16,apartment
2022-03-01,2.0,752,POINT (-185.9292838076562 1520.3270983045118),1014.55,apartment
2022-03-01,5.0,628,POINT (7.0589743819342985 79.96163671849988),411.5,apartment
2022-03-01,9.0,251,POINT (1274.2715913565519 1163.5051209752276),433.45,apartment
2022-03-01,12.0,481,POINT (359.2567913319125 4138.105315267985),509.34,apartment
2022-03-01,13.0,760,POINT (733.3292645996678 2093.8026404265943),601.7,apartment
2022-03-01,14.0,646,POINT (2119.566426939381 5333.491746286379),758.99,apartment
2022-03-01,16.0,533,POINT (2211.1188040814286 5227.989103585554),681.2,apartment
2022-03-01,17.0,496,POINT (2123.9062678259706 5021.749305819725),698.59,apartment
2022-03-01,18.0,13,POINT (-733.4490637682554 1291.7750705612282),419.73,apartment
2022-03-01,19.0,200,POINT (2231.8918158524557 4564.949488328515),829.03,apartment
2022-03-01,20.0,33,POINT (1294.8797998333248 4462.162809061927),1263.76,apartment
2022-03-01,22.0,809,POINT (-1396.3194484189332 2171.962600676111),696.8,apartment
2022-03-01,23.0,212,POINT (-517.6567145846232 1675.8122265571778),794.25,apartment
2022-03-01,26.0,826,POINT (-1664.7143233539068 2058.9072198973454),740.7,apartment
2022-03-01,28.0,846,POINT (1910.8047260903031 5326.192433295153),709.61,apartment
2022-03-01,29.0,799,POINT (1393.2352000452847 4920.767701988318),2195.46,apartment
2022-03-01,30.0,834,POINT (573.0109209108848 1804.63524963616),2839.35,apartment
2022-03-01,31.0,363,POINT (-1406.9743418343592 896.4515376327631),749.32,apartment
2022-03-01,33.0,469,POINT (1749.5557672904667 5245.7527151363665),698.63,apartment
2022-03-01,39.0,144,POINT (1068.300420731133 1266.8599518512474),749.32,apartment
2022-03-01,41.0,233,POINT (-1934.0445115651764 783.8901202563607),790.08,apartment
2022-03-01,42.0,212,POINT (-584.6593803564347 1653.1374091367215),794.25,apartment
2022-03-01,44.0,377,POINT (2253.3211062717032 4060.9279154409005),1068.07,apartment
2022-03-01,46.0,553,POINT (332.4271144442423 799.1239162888926),818.89,apartment
2022-03-01,47.0,980,POINT (2115.8452080908246 4063.6161001643227),628.22,apartment
2022-03-01,49.0,97,POINT (2408.901432879168 4047.7974224702016),428.87,apartment
2022-03-01,50.0,134,POINT (1384.3957768227 3624.778668987212),1302.17,apartment
2022-03-01,51.0,639,POINT (2114.934830274308 5099.799243827387),455.39,apartment
2022-03-01,52.0,281,POINT (-1844.8861722131728 1645.3299966099307),751.67,apartment
2022-03-01,53.0,217,POINT (-2025.813803104962 1958.7809422263379),817.46,apartment
2022-03-01,54.0,756,POINT (1175.0720102138607 1558.1560150626235),749.32,apartment
2022-03-01,55.0,309,POINT (2153.389571449563 4760.551377277387),502.03,apartment
2022-03-01,56.0,764,POINT (1810.3718590599055 5143.560776617284),808.97,apartment
2022-03-01,58.0,188,POINT (-1473.1756324816884 954.9226790202229),665.25,apartment
2022-03-01,59.0,646,POINT (2259.3425408722505 5333.491746286379),379.49,apartment
2022-03-01,62.0,212,POINT (-450.65404881281165 1698.4870439776341),794.25,apartment
2022-03-01,64.0,1021,POINT (663.3720396817216 3786.540333108135),1104.33,apartment
2022-03-01,66.0,854,POINT (1603.441866432816 4025.5633312874506),1135.74,apartment
2022-03-01,69.0,921,POINT (2050.180926104707 4374.926623500649),514.83,apartment
2022-03-01,70.0,245,POINT (820.2880333847281 335.2976113816195),422.08,apartment
2022-03-01,72.0,400,POINT (-726.5390497675858 1381.9337094162383),395.04,apartment
2022-03-01,73.0,122,POINT (-1340.7911019175422 2119.6917523263082),702.29,apartment
2022-03-01,74.0,377,POINT (2233.214439882725 4053.359048843635),846.42,apartment
2022-03-01,75.0,699,POINT (588.1769004542509 1516.0341391439815),4427.72,apartment
2022-03-01,76.0,122,POINT (-1328.614452264042 2167.516377015989),702.29,apartment
2022-03-01,80.0,763,POINT (589.7126864665483 3461.117029912494),550.49,apartment
2022-03-01,83.0,786,POINT (223.3754341990981 1819.3960275496556),480.08,apartment
2022-03-01,84.0,608,POINT (2466.0788073692256 5201.152719159174),376.75,apartment
2022-03-01,88.0,145,POINT (1621.7516640707404 4457.745004135188),1014.55,apartment
2022-03-01,90.0,189,POINT (1352.5746952525114 3257.1881835177824),668.15,apartment
2022-03-01,91.0,571,POINT (1816.3549639769624 5215.958137993539),560.9,apartment
2022-03-01,92.0,380,POINT (-1585.4991059842016 1889.1871542928043),668.99,apartment
2022-03-01,93.0,1027,POINT (-365.12598626158865 1859.8642843940092),726.13,apartment
2022-03-01,94.0,20,POINT (-1692.8163360659346 1826.6295508653525),420.64,apartment
2022-03-01,95.0,533,POINT (2211.1188040814286 5274.6845577950235),429.79,apartment
2022-03-01,97.0,961,POINT (-1025.4630206407976 1571.1658211045055),1013.2,apartment
2022-03-01,100.0,530,POINT (-657.4419276597039 1584.005409368071),472.77,apartment
2022-03-01,101.0,846,POINT (1831.08936976338 5326.192433295153),562.35,apartment
2022-03-01,104.0,61,POINT (472.7222347079784 2221.8192620668133),778.3,apartment
2022-03-01,105.0,152,POINT (110.29459020492618 509.20279882430367),778.3,apartment
2022-03-01,106.0,819,POINT (2015.6012258387632 4877.664215132254),720.58,apartment
2022-03-01,107.0,381,POINT (212.2553022725848 1303.9692542544997),1910.25,apartment
2022-03-01,109.0,334,POINT (-1459.3383959982882 876.0742311345832),701.49,apartment
2022-03-01,111.0,239,POINT (-1851.7810522771383 1845.2751568334254),642.06,apartment
2022-03-01,115.0,968,POINT (1217.5077506817527 3514.1697849435245),665.25,apartment
2022-03-01,121.0,117,POINT (-1423.5831222046177 1973.3137542599502),724.24,apartment
2022-03-01,122.0,117,POINT (-1436.7396484852209 1991.45221093596),724.24,apartment
2022-03-01,124.0,90,POINT (210.1736674123727 875.8050257714918),794.25,apartment
2022-03-01,125.0,328,POINT (2423.1213407945315 4360.755472811068),405.1,apartment
2022-03-01,126.0,384,POINT (1250.1855937282915 4900.7977692411405),452.65,apartment
2022-03-01,127.0,327,POINT (2219.8260684160687 4760.894146360397),386.81,apartment
2022-03-01,132.0,602,POINT (1407.6656151449383 3490.8932244227935),794.25,apartment
2022-03-01,134.0,237,POINT (1999.4807201499916 5322.478792532552),707.78,apartment
2022-03-01,135.0,432,POINT (579.159003004695 1695.6403485424544),4132.9400000000005,apartment
2022-03-01,137.0,569,POINT (1366.2417429682478 4715.042752897177),1106.22,apartment
2022-03-01,139.0,152,POINT (110.29459020492618 509.20279882430367),778.3,apartment
2022-03-01,141.0,931,POINT (585.7918117851856 3538.798388512636),1301.56,apartment
2022-03-01,142.0,237,POINT (2019.6978881201785 5313.8750965461),821.71,apartment
2022-03-01,144.0,199,POINT (1243.5288423672143 1540.866730285462),433.45,apartment
2022-03-01,145.0,18,POINT (2034.7732177424082 4443.291111659446),1031.49,apartment
2022-03-01,147.0,440,POINT (588.4497540905923 3728.438009394122),1121.11,apartment
2022-03-01,148.0,860,POINT (1714.3338865616502 3405.8116548795947),742.53,apartment
2022-03-01,151.0,427,POINT (1814.1135831871466 4467.798948828751),554.01,apartment
2022-03-01,152.0,927,POINT (-1598.21244043112 1727.7262699483656),885.67,apartment
2022-03-01,153.0,122,POINT (-1352.9677515710423 2071.8671276366276),351.15,apartment
2022-03-01,154.0,907,POINT (2191.451754179263 4945.821523930677),839.46,apartment
2022-03-01,155.0,188,POINT (-1482.9006353258396 978.7361235112637),419.73,apartment
2022-03-01,156.0,380,POINT (-1504.9375535551637 1889.1871542928043),422.08,apartment
2022-03-01,159.0,975,POINT (529.0336503746969 4425.668816338874),3438.2999999999997,apartment
2022-03-01,161.0,495,POINT (1780.2174866687778 3286.2648681083224),366.69,apartment
2022-03-01,166.0,564,POINT (618.624018010996 419.60786747728764),810.2,apartment
2022-03-01,168.0,685,POINT (-456.33824767475664 1395.2821634910958),749.32,apartment
2022-03-01,169.0,83,POINT (1409.3995291046801 3410.1712682211246),688.44,apartment
2022-03-01,171.0,340,POINT (1066.5144835227188 676.0876893531632),768.16,apartment
2022-03-01,174.0,542,POINT (1489.1363131755288 3323.1177012933736),1934.04,apartment
2022-03-01,175.0,796,POINT (1044.708962788913 438.75125116862),441.68,apartment
2022-03-01,176.0,469,POINT (1749.5557672904667 5173.115168698089),811.09,apartment
2022-03-01,177.0,495,POINT (1771.0196679998585 3327.219248047262),366.69,apartment
2022-03-01,178.0,469,POINT (1749.5557672904667 5318.390261574644),811.09,apartment
2022-03-01,180.0,752,POINT (-185.9292838076562 1611.8386125804955),2029.09,apartment
2022-03-01,181.0,699,POINT (588.1769004542509 1477.886760892753),673.03,apartment
2022-03-01,183.0,495,POINT (1789.4153053376972 3245.3104881693826),581.19,apartment
2022-03-01,184.0,368,POINT (810.2347020030995 406.6006228343067),760.91,apartment
2022-03-01,185.0,111,POINT (1186.9602009739194 3164.371227730754),751.67,apartment
2022-03-01,186.0,854,POINT (1585.0218870416406 4034.334999464847),567.87,apartment
2022-03-01,187.0,988,POINT (1792.288740518518 3445.633257478743),720.58,apartment
2022-03-01,188.0,741,POINT (1259.7550319545578 4768.65403499302),749.32,apartment
2022-03-01,189.0,141,POINT (2424.172931701708 5373.974229311336),363.03,apartment
2022-03-01,190.0,952,POINT (-1021.5011386286116 1340.518679223127),1174.17,apartment
2022-03-01,191.0,860,POINT (1714.3338865616502 3363.864233591916),742.53,apartment
2022-03-01,192.0,361,POINT (537.5487781075327 4325.595357065675),1075.42,apartment
2022-03-01,193.0,813,POINT (2488.0670182344566 4043.9132725302534),775.45,apartment
2022-03-01,194.0,906,POINT (975.8759448586605 4561.888356150041),1556.36,apartment
2022-03-01,195.0,538,POINT (615.3098822064323 3201.003200456854),523.06,apartment
2022-03-01,196.0,906,POINT (1024.2373011492627 4571.087727993299),1556.36,apartment
2022-03-01,198.0,831,POINT (429.89792875971733 2384.9383099256006),801.49,apartment
2022-03-01,202.0,699,POINT (504.51046378057964 1477.886760892753),1066.73,apartment
2022-03-01,203.0,189,POINT (1309.4859527614321 3221.877213215748),421.56,apartment
2022-03-01,206.0,1027,POINT (-322.33161360663064 1859.8642843940092),726.13,apartment
2022-03-01,209.0,33,POINT (1313.929347588717 4437.056256727496),1001.51,apartment
2022-03-01,210.0,906,POINT (927.5145885680583 4571.087727993299),1340.57,apartment
2022-03-01,213.0,444,POINT (-1938.2472218346602 1979.5064750943288),360.29,apartment
2022-03-01,214.0,14,POINT (-1776.287643757848 1691.4138204277806),396.87,apartment
2022-03-01,215.0,463,POINT (1491.7960329571924 3427.9695688061133),626.12,apartment
2022-03-01,216.0,1010,POINT (1237.672759957125 509.5167099593709),372.18,apartment
2022-03-01,219.0,61,POINT (501.0400177552985 2280.4328579134835),778.3,apartment
2022-03-01,221.0,122,POINT (-1328.614452264042 2191.428689360829),815.34,apartment
2022-03-01,227.0,18,POINT (2019.394740906645 4428.250569679832),1031.49,apartment
2022-03-01,229.0,117,POINT (-1423.5831222046177 1973.3137542599502),724.24,apartment
2022-03-01,230.0,65,POINT (-844.9094888728669 1637.234473188592),486.97,apartment
2022-03-01,231.0,5,POINT (1304.8852088806348 3526.737489827947),1602.99,apartment
2022-03-01,233.0,212,POINT (-417.1527159269059 1687.149635267406),501.11,apartment
2022-03-01,235.0,384,POINT (1209.9860453247898 4886.716681195225),452.65,apartment
2022-03-01,236.0,961,POINT (-1025.4630206407976 1458.3944579281979),802.94,apartment
2022-03-01,240.0,443,POINT (-799.3152793914082 1344.339855881131),821.17,apartment
2022-03-01,241.0,979,POINT (-1613.469903775158 1032.3722168864751),781.2,apartment
2022-03-01,243.0,147,POINT (-1511.4440690712386 1994.4821122365117),600.03,apartment
2022-03-01,245.0,934,POINT (1404.7963985230203 3346.4336047045435),665.25,apartment
2022-03-01,250.0,907,POINT (2191.451754179263 5018.857189580738),419.73,apartment
2022-03-01,252.0,65,POINT (-752.3428065881178 1648.402113854796),3203.69,apartment
2022-03-01,256.0,907,POINT (2179.5103652880916 5037.116105993253),419.73,apartment
2022-03-01,257.0,931,POINT (593.9684897030291 3555.941753443666),1121.11,apartment
2022-03-01,261.0,825,POINT (1314.7768850305797 3620.3684115523793),4181.08,apartment
2022-03-01,263.0,732,POINT (607.6839706255785 2383.4941895708853),1223.52,apartment
2022-03-01,265.0,955,POINT (-418.9564517321169 1758.1706991335109),3007.9700000000003,apartment
2022-03-01,266.0,251,POINT (1274.2715913565519 1163.5051209752276),687.0,apartment
2022-03-01,272.0,988,POINT (1784.5159809592985 3423.2709297455353),360.29,apartment
2022-03-01,273.0,826,POINT (-1702.1057284608669 2048.2715608575318),586.99,apartment
2022-03-01,275.0,993,POINT (930.4769772794355 2579.157628965904),455.39,apartment
2022-03-01,276.0,988,POINT (1792.288740518518 3445.633257478743),571.05,apartment
2022-03-01,277.0,463,POINT (1471.614073384596 3419.399761740284),790.08,apartment
2022-03-01,279.0,907,POINT (2179.5103652880916 4964.080440343192),665.25,apartment
2022-03-01,280.0,319,POINT (53.139653304594646 1093.9774101968076),573.36,apartment
2022-03-01,281.0,854,POINT (1603.441866432816 4025.5633312874506),900.05,apartment
2022-03-01,282.0,979,POINT (-1626.6176882627205 998.2348446235967),781.2,apartment
2022-03-01,286.0,825,POINT (1273.5650927422346 3620.3684115523793),635.54,apartment
2022-03-01,288.0,195,POINT (-1628.8496403161969 797.2604866084483),715.98,apartment
2022-03-01,289.0,138,POINT (1671.2103741323417 3222.1061909778978),751.67,apartment
2022-03-01,291.0,122,POINT (-1352.9677515710423 2095.779439981468),556.55,apartment
2022-03-01,296.0,111,POINT (1186.9602009739194 3164.371227730754),375.84,apartment
2022-03-01,297.0,685,POINT (-493.7268707520858 1395.2821634910958),749.32,apartment
2022-03-01,298.0,697,POINT (-1950.1123675186413 2081.396323862277),715.09,apartment
2022-03-01,299.0,854,POINT (1585.0218870416406 4034.334999464847),3735.91,apartment
2022-03-01,301.0,1013,POINT (-1435.4128878299682 2057.4318747557327),573.95,apartment
2022-03-01,306.0,840,POINT (2066.7737105199117 4943.225138225304),898.14,apartment
2022-03-01,307.0,839,POINT (860.9945667525155 1631.175142849736),850.82,apartment
2022-03-01,308.0,764,POINT (1801.8258558068285 5166.503222823775),348.4,apartment
2022-03-01,309.0,1013,POINT (-1530.7039862202507 2057.4318747557327),573.95,apartment
2022-03-01,312.0,530,POINT (-698.2068467228966 1573.275050194495),749.32,apartment
2022-03-01,314.0,188,POINT (-1473.1756324816884 954.9226790202229),419.73,apartment
2022-03-01,320.0,43,POINT (-486.82641406796574 1855.0243750092998),698.59,apartment
2022-03-01,321.0,895,POINT (611.3346599759675 2266.011783648469),1179.63,apartment
2022-03-01,322.0,377,POINT (2233.214439882725 4053.359048843635),846.42,apartment
2022-03-01,323.0,440,POINT (596.9577270734897 3757.22103720393),888.46,apartment
2022-03-01,325.0,519,POINT (1250.452126424467 4840.237968877947),914.44,apartment
2022-03-01,326.0,24,POINT (1236.8571929820146 3223.993525125278),813.85,apartment
2022-03-01,327.0,24,POINT (1236.8571929820146 3263.0399509679964),406.93,apartment
2022-03-01,331.0,24,POINT (1194.0937142886232 3263.0399509679964),406.93,apartment
2022-03-01,334.0,628,POINT (-12.938059864070794 46.52518871810904),823.0,apartment
2022-03-01,336.0,301,POINT (567.7208874125674 1914.3615429683741),900.05,apartment
2022-03-01,341.0,199,POINT (1251.8007432813702 1567.863619897268),433.45,apartment
2022-03-01,344.0,520,POINT (2217.5168940808653 4848.952197366105),615.98,apartment
2022-03-01,345.0,553,POINT (141.3756574117688 799.1239162888926),516.66,apartment
2022-03-01,346.0,834,POINT (582.9124582493545 1776.051722536382),567.87,apartment
2022-03-01,349.0,266,POINT (-1354.973768504102 1981.2146090058627),715.09,apartment
2022-03-01,351.0,473,POINT (669.5108365380436 3276.917186613041),815.99,apartment
2022-03-01,352.0,809,POINT (-1406.4414272258414 2146.9787804386006),696.8,apartment
2022-03-01,355.0,217,POINT (-2025.813803104962 2039.3990990051875),558.0,apartment
2022-03-01,356.0,799,POINT (1420.1639208310576 4930.580077677792),2363.84,apartment
2022-03-01,362.0,33,POINT (1275.8302520779328 4437.056256727496),631.88,apartment
2022-03-01,365.0,1039,POINT (967.0498054893425 343.3889251176581),698.59,apartment
2022-03-01,366.0,798,POINT (938.0734960743036 2479.2746287383034),787.0,apartment
2022-03-01,367.0,819,POINT (2035.1726279289167 4888.173729217788),720.58,apartment
2022-03-01,368.0,1010,POINT (1224.5522042797265 540.7795376053093),744.36,apartment
2022-03-01,370.0,682,POINT (1562.957383872136 3260.773730909349),793.74,apartment
2022-03-01,371.0,826,POINT (-1627.3229182469468 2048.2715608575318),586.99,apartment
2022-03-01,376.0,763,POINT (589.7126864665483 3461.117029912494),1745.03,apartment
2022-03-01,377.0,245,POINT (690.5162379978467 335.2976113816195),422.08,apartment
2022-03-01,378.0,741,POINT (1300.191531615812 4736.919919969827),3110.23,apartment
2022-03-01,451.0,22,POINT (-2523.1520452086224 3056.814237716957),427.93,apartment
2022-03-01,452.0,777,POINT (-2477.8425329732463 2500.334944268336),370.98,apartment
2022-03-01,453.0,1025,POINT (-1308.782036561594 3296.1784824962406),388.88,apartment
2022-03-01,454.0,293,POINT (-1125.4321453611485 4009.136028156402),742.72,apartment
2022-03-01,456.0,959,POINT (-2375.9834059072964 2529.9591391952954),381.91,apartment
2022-03-01,457.0,776,POINT (-2361.3242679569444 4522.880476844184),760.78,apartment
2022-03-01,458.0,824,POINT (-2466.012856848194 2592.227771800973),409.92,apartment
2022-03-01,459.0,851,POINT (-2104.405193411366 3667.258808232208),773.67,apartment
2022-03-01,460.0,885,POINT (-2464.4070029457907 3264.934956124254),465.35,apartment
2022-03-01,461.0,669,POINT (-1359.3835055266122 2567.8791799505025),784.27,apartment
2022-03-01,463.0,30,POINT (-1319.5426563934784 3722.2274220634836),887.14,apartment
2022-03-01,464.0,965,POINT (-1698.0079892149288 3783.0793495919233),830.41,apartment
2022-03-01,465.0,498,POINT (-2356.219940220357 4905.065772221811),465.35,apartment
2022-03-01,468.0,754,POINT (-1226.0335983358684 2995.2562131754303),709.42,apartment
2022-03-01,470.0,131,POINT (-2194.538213274417 2838.0164709864057),416.54,apartment
2022-03-01,471.0,274,POINT (-2492.5233206370804 4559.8020845243145),2180.3199999999997,apartment
2022-03-01,476.0,640,POINT (-1223.284282151744 3932.790230938864),791.98,apartment
2022-03-01,478.0,636,POINT (-1206.5527313280495 3302.6974923643133),790.77,apartment
2022-03-01,479.0,851,POINT (-2079.137145156913 3650.6106929224743),773.67,apartment
2022-03-01,480.0,610,POINT (-1130.8113181627405 2817.328059404481),712.67,apartment
2022-03-01,481.0,2,POINT (-1930.8400219491632 2773.773585205633),719.51,apartment
2022-03-01,482.0,655,POINT (-1062.3812299904594 3002.1215906661346),559.62,apartment
2022-03-01,485.0,274,POINT (-2521.191949079259 4569.7115339721695),691.15,apartment
2022-03-01,486.0,337,POINT (-2249.7800462578525 2506.043282990142),803.79,apartment
2022-03-01,487.0,965,POINT (-1717.6586980925804 3761.569088727875),1047.86,apartment
2022-03-01,488.0,622,POINT (-1449.2997831281382 2620.799821233879),654.76,apartment
2022-03-01,489.0,250,POINT (-2390.2693221306254 4701.931451956684),737.57,apartment
2022-03-01,491.0,945,POINT (-1069.4421383111785 3492.2812374050454),719.51,apartment
2022-03-01,494.0,566,POINT (-1231.8320891955063 3500.083956993789),388.88,apartment
2022-03-01,496.0,539,POINT (-1450.8738582961375 2691.5862913431774),644.97,apartment
2022-03-01,497.0,307,POINT (-1197.4724705160024 2392.859100125612),380.74,apartment
2022-03-01,500.0,675,POINT (-1610.5223443543068 2813.367518665328),803.92,apartment
2022-03-01,505.0,78,POINT (-760.5535637706074 4468.744216019293),990.3,apartment
2022-03-01,506.0,534,POINT (-1112.661584948115 3805.031831293623),507.5,apartment
2022-03-01,509.0,915,POINT (-1474.1997386620997 3883.465862416033),515.62,apartment
2022-03-01,510.0,1022,POINT (-550.3361529454938 4886.6123103088385),993.62,apartment
2022-03-01,511.0,776,POINT (-2361.3242679569444 4581.945695704893),959.99,apartment
2022-03-01,512.0,791,POINT (-1456.4473384721596 2423.7874457685994),741.96,apartment
2022-03-01,514.0,1022,POINT (-567.7565018610546 4873.227525333588),855.86,apartment
2022-03-01,515.0,989,POINT (-1601.6432530219968 3794.37476375718),519.05,apartment
2022-03-01,517.0,433,POINT (-670.0361384681796 4866.766649665868),851.45,apartment
2022-03-01,519.0,483,POINT (-2266.1994348898033 5003.11609000739),499.52,apartment
2022-03-01,520.0,140,POINT (-1432.1866950238887 2490.8868534433077),381.91,apartment
2022-03-01,523.0,1008,POINT (-2361.0324727249485 2426.631425790066),370.98,apartment
2022-03-01,524.0,610,POINT (-1130.8113181627405 2900.180320263278),356.34,apartment
2022-03-01,525.0,448,POINT (-2158.723146778084 2525.141681242502),465.35,apartment
2022-03-01,527.0,476,POINT (-1671.5231308437487 4095.9521638112146),530.44,apartment
2022-03-01,528.0,559,POINT (-2252.3844558787523 2675.0897967409323),456.39,apartment
2022-03-01,531.0,366,POINT (-2048.731216510155 2751.3759024529922),436.06,apartment
2022-03-01,532.0,1014,POINT (-1108.7013252400461 3076.5769666578326),559.62,apartment
2022-03-01,538.0,661,POINT (-1300.5005974065157 2680.4859984349114),398.64,apartment
2022-03-01,541.0,307,POINT (-1222.4019020583357 2383.629318537573),761.49,apartment
2022-03-01,542.0,703,POINT (-1051.0481186469929 3607.5400815960147),795.67,apartment
2022-03-01,543.0,102,POINT (-1064.1345147856075 2409.7445517137694),719.18,apartment
2022-03-01,544.0,131,POINT (-2247.098703128385 2849.4522770820936),660.2,apartment
2022-03-01,547.0,161,POINT (-1613.0453946609055 3631.1979621903865),761.49,apartment
2022-03-01,550.0,669,POINT (-1303.2969263511116 2567.8791799505025),621.52,apartment
2022-03-01,551.0,242,POINT (-2339.722927122974 3100.5339090063185),1103.18,apartment
2022-03-01,552.0,451,POINT (-528.2968919760641 4692.663312867456),813.86,apartment
2022-03-01,556.0,570,POINT (-1982.343484428326 4572.902176340196),1088.3,apartment
2022-03-01,557.0,534,POINT (-1112.661584948115 3725.721049240871),804.37,apartment
2022-03-01,561.0,483,POINT (-2297.9045965194864 5003.11609000739),499.52,apartment
2022-03-01,562.0,610,POINT (-1065.8108589501398 2920.893385477977),356.34,apartment
2022-03-01,564.0,754,POINT (-1202.908077992538 3011.6191473721665),823.61,apartment
2022-03-01,569.0,140,POINT (-1452.2653397579181 2471.3675040326616),605.32,apartment
2022-03-01,570.0,476,POINT (-1671.5231308437487 4055.4745297955787),530.44,apartment
2022-03-01,574.0,131,POINT (-2247.098703128385 2826.5806648907183),416.54,apartment
