month,participantID,averageBalance,householdSize,haveKids,age,educationLevel,interestGroup,joviality
2022-03,26.0,3165.2661132204926,3,True,28,HighSchoolOrCollege,F,0.549177225
2022-03,27.0,3710.8731223180775,3,True,45,HighSchoolOrCollege,D,0.135148815
2022-03,28.0,8227.26501051231,3,True,54,Bachelors,A,0.23007381300000002
2022-03,29.0,2560.817815147949,3,True,18,Low,C,0.607853294
2022-03,30.0,464.2266316150447,3,True,49,HighSchoolOrCollege,C,0.681423545
2022-03,31.0,10071.359749921887,3,True,40,Graduate,F,0.23266675
2022-03,32.0,3610.984953650433,3,True,33,HighSchoolOrCollege,C,0.18949864100000002
2022-03,33.0,7559.707476730365,3,True,21,Bachelors,D,0.09458595800000001
2022-03,34.0,1193.1136256011803,3,True,23,Low,B,0.767112453
2022-03,35.0,881.5947726602097,3,True,20,Low,J,0.7079507820000001
2022-03,36.0,8881.463410418206,3,True,41,Graduate,G,0.348019484
2022-03,37.0,3548.681898367233,3,True,54,HighSchoolOrCollege,G,0.174975799
2022-03,38.0,2840.85512757659,3,True,34,Low,D,0.21511621399999997
2022-03,39.0,2663.6474821775796,3,True,54,Bachelors,G,0.8629509259999999
2022-03,40.0,561.7624625213608,3,True,55,Low,I,0.880410054
2022-03,41.0,1048.7413893277862,3,True,41,HighSchoolOrCollege,F,0.863663966
2022-03,42.0,3365.3304355591886,3,True,24,HighSchoolOrCollege,J,0.055283617
2022-03,43.0,7236.253644656551,3,True,48,Bachelors,E,0.045228735
2022-03,44.0,2132.6328062376338,3,True,39,Low,C,0.976499153
2022-03,45.0,9904.559032404513,3,True,50,Graduate,E,0.179657824
2022-03,46.0,3082.56289574838,3,True,47,HighSchoolOrCollege,D,0.225049088
2022-03,47.0,3091.1315544852205,3,True,58,HighSchoolOrCollege,C,0.42415972399999996
2022-03,48.0,3034.170132424508,3,True,42,HighSchoolOrCollege,F,0.485827661
2022-03,49.0,8898.27235729211,3,True,54,Graduate,D,0.22958964199999998
2022-03,50.0,2699.572171412212,3,True,45,HighSchoolOrCollege,H,0.576174771
2022-03,51.0,7952.773703103017,3,True,26,Graduate,G,0.37435451299999994
2022-03,52.0,870.0256050950446,3,True,39,HighSchoolOrCollege,B,0.7301267709999999
2022-03,53.0,2833.375114891408,3,True,19,Low,H,0.14069764099999998
2022-03,54.0,3918.9044148060443,3,True,32,Graduate,I,0.778504463
2022-03,55.0,1323.1921581448737,3,True,37,HighSchoolOrCollege,J,0.7708066859999999
2022-03,56.0,1880.444818820516,3,True,40,Graduate,G,0.734056857
2022-03,57.0,6839.054037165087,3,True,56,Graduate,A,0.422849796
2022-03,58.0,8930.249464945799,3,True,40,Graduate,J,0.192945633
2022-03,59.0,7186.735599358213,3,True,35,Bachelors,C,0.186308253
2022-03,60.0,2706.2096348008095,3,True,46,HighSchoolOrCollege,D,0.41112925100000003
2022-03,61.0,2999.178095817351,3,True,44,HighSchoolOrCollege,F,0.598278749
2022-03,62.0,4600.589166991538,3,True,57,Bachelors,A,0.49140681399999997
2022-03,63.0,2885.356154954679,3,True,36,HighSchoolOrCollege,G,0.583943591
2022-03,64.0,2641.5622728815924,3,True,52,HighSchoolOrCollege,I,0.330606159
2022-03,65.0,2859.765476752977,3,True,23,HighSchoolOrCollege,I,0.49817865299999997
2022-03,66.0,3082.245341123854,3,True,51,Bachelors,J,0.773765426
2022-03,67.0,2977.927365300967,3,True,19,HighSchoolOrCollege,C,0.43878879299999995
2022-03,68.0,2569.017785195399,3,True,42,HighSchoolOrCollege,G,0.519538618
2022-03,69.0,1940.5634540345147,3,True,24,Bachelors,B,0.7439013179999999
2022-03,70.0,1195.7304380591684,3,True,49,HighSchoolOrCollege,D,0.72544679
2022-03,71.0,1234.8174666399852,3,True,59,Bachelors,J,0.947066909
2022-03,72.0,6403.202613740481,3,True,21,Bachelors,B,0.21874428399999998
2022-03,73.0,4671.364037148686,3,True,32,Bachelors,H,0.38137097700000006
2022-03,74.0,967.1025625671239,3,True,48,HighSchoolOrCollege,B,0.9046013490000001
2022-03,75.0,973.9987670738924,2,False,59,HighSchoolOrCollege,A,0.7913428309999999
2022-03,76.0,2522.2026223309176,2,False,34,HighSchoolOrCollege,I,0.362917704
2022-03,77.0,2588.558976365807,2,False,20,HighSchoolOrCollege,C,0.621716267
2022-03,78.0,9089.550164551196,2,False,24,Graduate,B,0.188638917
2022-03,79.0,3724.038028976825,2,False,56,HighSchoolOrCollege,C,0.03403389
2022-03,80.0,2453.813172936893,2,False,59,HighSchoolOrCollege,E,0.40138993
2022-03,81.0,3210.5380972104876,2,False,27,Graduate,D,0.871320255
2022-03,82.0,3858.683480982903,2,False,40,Graduate,H,0.9557606479999999
2022-03,83.0,3203.810811218708,2,False,53,HighSchoolOrCollege,C,0.027148207
2022-03,84.0,2709.429656880787,2,False,33,HighSchoolOrCollege,J,0.45510227700000006
2022-03,85.0,2478.89119834383,2,False,45,HighSchoolOrCollege,A,0.354510651
2022-03,86.0,2735.004026572538,2,False,31,HighSchoolOrCollege,C,0.39920131799999997
2022-03,87.0,1260.92977733529,2,False,58,HighSchoolOrCollege,A,0.7251764759999999
2022-03,88.0,1395.697677360304,2,False,20,HighSchoolOrCollege,A,0.746921002
2022-03,89.0,3342.8022255506144,2,False,54,HighSchoolOrCollege,J,0.16905403600000002
2022-03,90.0,3463.0952834408167,2,False,20,HighSchoolOrCollege,E,0.139818869
2022-03,91.0,1174.365633971861,2,False,41,HighSchoolOrCollege,E,0.733204092
2022-03,92.0,2417.936751580084,2,False,43,HighSchoolOrCollege,J,0.46786816600000003
2022-03,93.0,2326.457699415251,2,False,48,HighSchoolOrCollege,B,0.580101654
2022-03,94.0,4507.026275246614,2,False,23,Bachelors,C,0.413830119
2022-03,95.0,1890.4173418566768,2,False,47,Low,H,0.45121850399999996
2022-03,96.0,2399.7412604699307,2,False,23,HighSchoolOrCollege,B,0.504845427
2022-03,97.0,3605.6263956674643,2,False,56,Graduate,J,0.6795067779999999
2022-03,98.0,2424.6919293804403,2,False,55,HighSchoolOrCollege,B,0.366630644
2022-03,99.0,3890.173335567879,2,False,31,Bachelors,H,0.39686665
2022-03,100.0,2481.979992333537,2,False,29,Low,F,0.142686163
2022-03,101.0,3563.183333232615,2,False,38,HighSchoolOrCollege,A,0.020504586
2022-03,102.0,6662.613078433413,2,False,56,Bachelors,A,0.265501227
2022-03,103.0,6788.738279149441,2,False,18,Bachelors,J,0.194724115
2022-03,104.0,1726.6726491976667,2,False,47,HighSchoolOrCollege,F,0.9914149329999999
2022-03,105.0,1564.881004432045,2,False,52,HighSchoolOrCollege,J,0.851915894
2022-03,106.0,2760.690472434686,2,False,34,Bachelors,A,0.700811306
2022-03,107.0,2289.5358434306568,2,False,26,HighSchoolOrCollege,C,0.35713129600000004
2022-03,108.0,3110.9388491277373,2,False,36,HighSchoolOrCollege,C,0.098903572
2022-03,109.0,3164.0502299068125,2,False,52,HighSchoolOrCollege,C,0.290464519
2022-03,110.0,3135.7834416725864,2,False,26,HighSchoolOrCollege,D,0.313305546
2022-03,111.0,888.8643396562443,2,False,30,HighSchoolOrCollege,B,0.720330648
2022-03,112.0,7049.526544006821,2,False,23,Graduate,C,0.6469776939999999
2022-03,113.0,3702.7742696894124,2,False,51,Graduate,G,0.999233967
2022-03,114.0,6242.0280089265525,2,False,55,Graduate,G,0.413490065
2022-03,115.0,2131.1244021040807,2,False,56,HighSchoolOrCollege,J,0.57753282
2022-03,116.0,8564.530860928617,2,False,43,Graduate,E,0.30282788
2022-03,117.0,2463.54327616948,2,False,22,Bachelors,F,0.760663448
2022-03,118.0,6333.137557639292,2,False,33,Bachelors,C,0.14061153199999998
2022-03,119.0,6575.592420502948,2,False,32,Graduate,B,0.6129078720000001
2022-03,120.0,1238.355127740264,2,False,31,HighSchoolOrCollege,E,0.8765463370000001
2022-03,121.0,2554.6530920036107,2,False,45,HighSchoolOrCollege,F,0.41537229
2022-03,122.0,3188.0958313261212,2,False,37,HighSchoolOrCollege,A,0.159723746
2022-03,123.0,3188.4975209088884,2,False,43,HighSchoolOrCollege,B,0.11815210300000001
2022-03,124.0,8301.858534166362,2,False,49,Graduate,I,0.14336634
2022-03,125.0,6633.022930583064,2,False,50,Graduate,E,0.150075471
2022-03,126.0,1184.0756635234907,2,False,26,HighSchoolOrCollege,A,0.72895287
2022-03,127.0,2542.359858887779,2,False,60,HighSchoolOrCollege,E,0.8820386809999999
2022-03,128.0,2769.2657906859845,2,False,57,Bachelors,G,0.7187905459999999
2022-03,129.0,1895.591694364417,2,False,27,HighSchoolOrCollege,B,0.37118376799999997
2022-03,130.0,1850.0601176627367,2,False,48,HighSchoolOrCollege,J,0.524660325
2022-03,131.0,1705.6023034080638,2,False,26,Bachelors,H,0.802929522
2022-03,132.0,5907.773977158289,2,False,36,Graduate,I,0.540291283
2022-03,133.0,1876.984559056044,2,False,27,HighSchoolOrCollege,I,0.551268581
2022-03,134.0,3149.6425768701,2,False,53,HighSchoolOrCollege,D,0.247000174
2022-03,135.0,1247.2519388431162,2,False,59,HighSchoolOrCollege,E,0.86081073
2022-03,136.0,6303.999427743178,2,False,34,Graduate,A,0.555650922
2022-03,137.0,1231.5509540063988,2,False,34,HighSchoolOrCollege,C,0.87301128
2022-03,138.0,1416.580720879997,2,False,49,HighSchoolOrCollege,H,0.7327572379999999
2022-03,139.0,1727.0345042516515,2,False,48,Bachelors,C,0.8460977129999999
2022-03,140.0,6346.810414408621,2,False,24,Bachelors,I,0.21630747600000003
2022-03,141.0,3114.704440033352,2,False,24,Bachelors,B,0.7921610609999999
2022-03,142.0,2634.5945838745088,2,False,24,HighSchoolOrCollege,F,0.7892434540000001
2022-03,143.0,3131.0064998574885,2,False,18,HighSchoolOrCollege,A,0.10775387800000001
2022-03,144.0,2085.96447918425,2,False,23,HighSchoolOrCollege,I,0.444080663
2022-03,145.0,946.0742324279511,2,False,30,HighSchoolOrCollege,F,0.882253016
2022-03,146.0,1676.5692579887016,2,False,46,HighSchoolOrCollege,J,0.643761923
2022-03,147.0,1806.7598895530157,2,False,44,HighSchoolOrCollege,J,0.528698226
2022-03,148.0,5868.99544102421,2,False,37,Bachelors,A,0.266938991
2022-03,149.0,1667.0446549944631,2,False,26,Bachelors,A,0.80654106
2022-03,150.0,5998.491728709828,2,False,44,Bachelors,H,0.20807405
2022-03,151.0,2209.513854676832,2,False,46,Low,G,0.159854965
2022-03,152.0,1895.852083577943,2,False,41,HighSchoolOrCollege,I,0.6089739000000001
2022-03,153.0,1257.7943257929867,2,False,23,HighSchoolOrCollege,A,0.758079342
2022-03,154.0,2385.6536023925732,2,False,29,HighSchoolOrCollege,J,0.954706293
2022-03,155.0,7155.064758722117,2,False,55,Graduate,A,0.176618296
2022-03,156.0,1953.222945206677,2,False,52,HighSchoolOrCollege,J,0.46671697100000004
2022-03,157.0,7948.320170199077,2,False,25,Graduate,J,0.254005742
2022-03,158.0,5627.02162214975,2,False,25,Graduate,J,0.468930899
2022-03,159.0,3104.386163373343,2,False,39,HighSchoolOrCollege,G,0.24297235
2022-03,160.0,5449.556504101021,2,False,52,Bachelors,F,0.16809580300000002
2022-03,161.0,2492.9328615433305,2,False,47,HighSchoolOrCollege,A,0.965708743
2022-03,162.0,980.1338978564753,2,False,36,HighSchoolOrCollege,B,0.936659644
2022-03,163.0,2694.139044634418,2,False,26,HighSchoolOrCollege,D,0.225309113
2022-03,164.0,3089.4093098378135,2,False,27,Graduate,F,0.812453062
2022-03,165.0,3885.898104232118,2,False,30,Graduate,G,0.9649902490000001
2022-03,166.0,1808.6247532232112,2,False,21,Low,A,0.627739055
2022-03,167.0,906.764800948768,2,False,49,HighSchoolOrCollege,F,0.846680285
2022-03,168.0,5734.303219778583,1,False,48,Graduate,G,0.365595636
2022-03,169.0,2374.408497230866,1,False,24,HighSchoolOrCollege,J,0.364391587
2022-03,170.0,5998.240389316198,1,False,20,Bachelors,G,0.133248852
2022-03,171.0,2853.748954549273,1,False,58,Low,I,0.11438976599999999
2022-03,172.0,4864.293896964657,1,False,38,Graduate,I,0.575001936
2022-03,173.0,5042.186685019618,1,False,19,Graduate,C,0.78521373
2022-03,174.0,2161.8573945045837,1,False,43,Graduate,D,0.718049535
2022-03,175.0,2827.873344353141,1,False,22,HighSchoolOrCollege,I,0.481863571
2022-03,176.0,2973.6980695117268,1,False,24,Graduate,J,0.931237599
2022-03,177.0,2636.6219703827505,1,False,23,HighSchoolOrCollege,E,0.495453274
2022-03,178.0,3885.6764557023016,1,False,29,Bachelors,E,0.725246226
2022-03,179.0,1917.7590713022362,1,False,44,Bachelors,F,0.900831449
2022-03,180.0,2665.857920800779,1,False,34,Low,H,0.100777319
2022-03,181.0,1743.127397378644,1,False,22,HighSchoolOrCollege,E,0.787497465
2022-03,182.0,1513.8542693898542,1,False,26,HighSchoolOrCollege,C,0.839659224
2022-03,183.0,7283.840630321468,1,False,41,Graduate,F,0.10994082599999999
2022-03,184.0,1577.6098795239466,1,False,38,HighSchoolOrCollege,G,0.95269116
2022-03,185.0,4047.8847894152063,1,False,31,HighSchoolOrCollege,G,0.270514436
2022-03,186.0,3944.701148186295,1,False,38,Graduate,C,0.89222241
2022-03,187.0,3005.2960889045444,1,False,44,Low,B,0.207533138
2022-03,188.0,4845.038075148315,1,False,19,Bachelors,D,0.730336584
2022-03,189.0,7572.914642817167,1,False,53,Graduate,E,0.21610087600000003
2022-03,190.0,4532.063466326003,1,False,31,Bachelors,H,0.61053033
2022-03,191.0,2749.5788031325455,1,False,48,HighSchoolOrCollege,G,0.44707096799999996
2022-03,192.0,4047.8437583430555,1,False,59,HighSchoolOrCollege,I,0.262612842
2022-03,193.0,3891.5052096247723,1,False,23,Bachelors,D,0.976160413
2022-03,194.0,6559.876446559263,1,False,23,Bachelors,A,0.162966636
2022-03,195.0,8492.279654331858,1,False,60,Graduate,B,0.058702708
2022-03,196.0,1997.7178541506044,1,False,28,Low,I,0.360151845
2022-03,197.0,1360.7161335548776,1,False,30,HighSchoolOrCollege,C,0.9019824879999999
2022-03,198.0,5860.09761457511,1,False,39,Bachelors,H,0.321634269
2022-03,199.0,2433.2685475724343,1,False,31,HighSchoolOrCollege,A,0.379086335
2022-03,200.0,8274.785152080503,1,False,51,Graduate,H,0.122095522
2022-03,201.0,3783.5974773739567,1,False,54,HighSchoolOrCollege,A,0.20318344300000002
2022-03,202.0,1723.7089537992692,1,False,25,HighSchoolOrCollege,A,0.9859368140000001
2022-03,203.0,1512.828941407343,1,False,24,HighSchoolOrCollege,J,0.9391801209999999
2022-03,204.0,2871.907518979637,1,False,33,Low,C,0.271944209
2022-03,205.0,3608.2281095698963,1,False,37,HighSchoolOrCollege,I,0.194899452
2022-03,206.0,2339.4573211719858,1,False,52,HighSchoolOrCollege,D,0.365692745
2022-03,207.0,4028.503686936043,1,False,30,Bachelors,B,0.814611008
2022-03,208.0,2515.8391481896283,1,False,56,HighSchoolOrCollege,E,0.371925591
2022-03,209.0,4224.3512000743485,1,False,24,HighSchoolOrCollege,C,0.25635218
2022-03,210.0,1220.9732858352604,1,False,18,Low,A,0.857673439
2022-03,211.0,6085.848967547196,1,False,20,Bachelors,F,0.214486332
2022-03,212.0,1410.6051724475765,1,False,60,HighSchoolOrCollege,D,0.7489884520000001
2022-03,213.0,3325.112244802681,1,False,44,Bachelors,I,0.961066785
2022-03,214.0,4139.217676172352,1,False,33,HighSchoolOrCollege,C,0.300610569
2022-03,215.0,6249.5528190812565,1,False,31,Bachelors,A,0.08983800199999999
2022-03,216.0,3847.0896595009744,1,False,38,HighSchoolOrCollege,C,0.153900625
2022-03,217.0,1456.9923731632764,1,False,57,HighSchoolOrCollege,F,0.948411855
2022-03,218.0,881.837567637237,1,False,38,HighSchoolOrCollege,B,0.971074532
2022-03,219.0,2582.443208727106,1,False,57,HighSchoolOrCollege,I,0.9556592840000001
2022-03,220.0,4116.591708899352,1,False,56,Graduate,F,0.79251329
2022-03,221.0,2229.6232259449475,1,False,50,HighSchoolOrCollege,I,0.727868507
2022-03,222.0,2407.431927355876,1,False,44,HighSchoolOrCollege,G,0.617025806
2022-03,223.0,2540.2390930601923,1,False,43,Bachelors,F,0.7008211940000001
2022-03,224.0,2969.8869694367154,1,False,41,Low,G,0.28441375
2022-03,225.0,3902.580216853354,1,False,49,HighSchoolOrCollege,E,0.004829228
2022-03,226.0,3970.6263738022467,1,False,43,Bachelors,I,0.965943386
2022-03,227.0,2513.4104002627105,1,False,59,HighSchoolOrCollege,H,0.49021355299999997
2022-03,228.0,5543.197792087005,1,False,53,Bachelors,J,0.168680628
2022-03,229.0,4287.682639895129,1,False,41,Bachelors,G,0.68602034
2022-03,230.0,5547.384806552174,1,False,52,Bachelors,D,0.004466007
2022-03,231.0,1410.585409563583,1,False,59,HighSchoolOrCollege,A,0.902213545
2022-03,232.0,1734.7551243280864,1,False,53,HighSchoolOrCollege,C,0.96685839
2022-03,233.0,7886.1319220580335,1,False,38,Graduate,A,0.26328342600000004
2022-03,234.0,4844.576597814779,1,False,43,Graduate,C,0.332411556
2022-03,235.0,4089.382620706158,1,False,29,Graduate,G,0.9365858509999999
2022-03,236.0,2504.9423478070535,1,False,44,Low,I,0.10774033
2022-03,237.0,7805.338807528133,1,False,48,Graduate,C,0.110877355
2022-03,238.0,2597.262111992259,1,False,21,Low,A,0.256101892
2022-03,239.0,1204.7343109981248,1,False,45,Low,I,0.795405195
2022-03,240.0,4462.170340015015,1,False,21,Graduate,J,0.6417527479999999
2022-03,241.0,3527.3234482714556,1,False,30,HighSchoolOrCollege,I,0.088547964
2022-03,242.0,6995.4558661121555,1,False,26,Graduate,H,0.113248116
2022-03,243.0,1577.7666412747265,1,False,31,HighSchoolOrCollege,H,0.662515201
2022-03,244.0,1880.1115632537183,1,False,30,HighSchoolOrCollege,I,0.9699915859999999
2022-03,245.0,4707.281035974954,1,False,52,Graduate,C,0.859058201
2022-03,246.0,1321.9371827148611,1,False,30,HighSchoolOrCollege,B,0.968768651
2022-03,247.0,1162.1916073931402,1,False,33,Low,B,0.867500339
2022-03,248.0,6268.073940532999,1,False,51,Bachelors,H,0.287889236
2022-03,249.0,3930.462972780568,1,False,25,Graduate,G,0.842954238
2022-03,250.0,2354.4097481330796,1,False,59,HighSchoolOrCollege,E,0.627740735
2022-03,251.0,2429.761008902559,1,False,58,HighSchoolOrCollege,D,0.38658033299999994
2022-03,252.0,2844.553614316274,3,True,59,HighSchoolOrCollege,D,0.564718074
2022-03,253.0,5908.3417350304835,3,True,43,Graduate,G,0.5603281760000001
2022-03,254.0,4439.670322665572,3,True,23,Bachelors,D,0.17968177
2022-03,255.0,1086.931916860954,3,True,59,HighSchoolOrCollege,H,0.852187763
2022-03,256.0,2104.507993544769,3,True,25,HighSchoolOrCollege,F,0.8072112509999999
2022-03,257.0,2699.502045173696,3,True,24,HighSchoolOrCollege,D,0.405851044
2022-03,258.0,1116.4747675967683,3,True,37,Bachelors,G,0.951577316
2022-03,259.0,2955.323586753905,3,True,31,HighSchoolOrCollege,J,0.19286307
2022-03,260.0,6009.104903420685,3,True,52,Graduate,B,0.33366576
2022-03,261.0,2352.9781604350774,3,True,29,HighSchoolOrCollege,H,0.465652496
2022-03,262.0,2358.2753938275628,3,True,52,HighSchoolOrCollege,F,0.664033926
2022-03,263.0,2996.29290127002,3,True,31,HighSchoolOrCollege,A,0.223825175
2022-03,264.0,2897.6152497413027,3,True,28,HighSchoolOrCollege,H,0.106440071
2022-03,265.0,5484.322467370484,3,True,44,Bachelors,D,0.048044295
2022-03,266.0,2885.935446844548,3,True,32,Graduate,F,0.972629863
2022-03,267.0,2253.1979370675963,3,True,59,HighSchoolOrCollege,G,0.7988102359999999
2022-03,268.0,3215.549169610952,3,True,53,HighSchoolOrCollege,G,0.041170737
2022-03,269.0,2609.4211219158387,3,True,56,HighSchoolOrCollege,F,0.36077235
2022-03,270.0,2472.969488019016,3,True,32,HighSchoolOrCollege,E,0.173976665
2022-03,271.0,2542.4205637987834,3,True,57,HighSchoolOrCollege,D,0.331893543
2022-03,272.0,875.158596935894,3,True,47,HighSchoolOrCollege,F,0.669281126
2022-03,273.0,919.1420874733972,3,True,46,HighSchoolOrCollege,B,0.874083512
2022-03,274.0,1587.8017187536661,3,True,44,HighSchoolOrCollege,G,0.79265137
2022-03,275.0,3052.604907506963,3,True,60,HighSchoolOrCollege,F,0.173802734
2022-03,276.0,4878.18265570208,3,True,50,Bachelors,A,0.107405002
2022-03,277.0,1050.758890300627,3,True,34,HighSchoolOrCollege,E,0.836787725
2022-03,278.0,4624.520375518733,3,True,56,Bachelors,B,0.25954161800000003
2022-03,279.0,2063.831697020023,3,True,23,HighSchoolOrCollege,A,0.811965348
2022-03,280.0,4497.8162600912865,3,True,25,Bachelors,J,0.102762652
2022-03,281.0,2186.992480381236,3,True,27,HighSchoolOrCollege,C,0.478284265
2022-03,282.0,2796.3393075655126,3,True,38,HighSchoolOrCollege,B,0.109360456
2022-03,283.0,3429.9124273189777,3,True,60,Graduate,D,0.880967299
2022-03,284.0,1048.1749043895602,3,True,52,HighSchoolOrCollege,B,0.7542931390000001
2022-03,285.0,2282.517427515944,3,True,45,HighSchoolOrCollege,A,0.897884327
2022-03,286.0,2330.4924419855306,3,True,20,HighSchoolOrCollege,E,0.476984055
2022-03,287.0,1764.9217462632816,3,True,51,HighSchoolOrCollege,E,0.5996160070000001
2022-03,288.0,2289.832194344388,3,True,34,HighSchoolOrCollege,C,0.910143395
2022-03,289.0,3815.710056537366,3,True,35,Graduate,E,0.9552406940000001
2022-03,290.0,5837.934375324608,3,True,43,Graduate,A,0.271552097
2022-03,291.0,1232.8922692543345,3,True,37,Low,E,0.37008467899999997
2022-03,292.0,1998.1268347197743,3,True,27,Bachelors,B,0.686374918
2022-03,293.0,2676.9039617100534,3,True,31,HighSchoolOrCollege,F,0.12608230199999998
2022-03,294.0,816.5729089999506,3,True,24,HighSchoolOrCollege,G,0.847052228
2022-03,295.0,5303.721590210857,3,True,41,Graduate,F,0.43935555600000004
2022-03,296.0,5587.881243388223,3,True,39,Graduate,H,0.548350934
2022-03,297.0,2712.505455412342,3,True,53,HighSchoolOrCollege,D,0.057905387
2022-03,298.0,2367.692522625091,3,True,45,HighSchoolOrCollege,G,0.852555697
2022-03,299.0,2011.3176715413442,3,True,35,HighSchoolOrCollege,I,0.5149016
2022-03,300.0,2527.4204019561016,3,True,58,HighSchoolOrCollege,H,0.21434781
2022-03,301.0,2022.0805745526063,3,True,46,Low,J,0.8733710579999999
2022-03,302.0,2742.949218462712,3,True,44,HighSchoolOrCollege,A,0.254585434
2022-03,303.0,5655.737046261611,3,True,34,Graduate,F,0.543218407
2022-03,304.0,2542.2480222845634,3,True,50,HighSchoolOrCollege,H,0.18359589199999998
2022-03,305.0,1288.3988213301925,3,True,31,Bachelors,C,0.84325552
2022-03,306.0,2548.6125638453937,3,True,49,HighSchoolOrCollege,I,0.260386143
2022-03,307.0,1824.9008915129361,3,True,38,Graduate,H,0.962210067
2022-03,308.0,2448.150416312839,3,True,30,HighSchoolOrCollege,F,0.172405182
2022-03,309.0,2379.3723219273875,3,True,30,HighSchoolOrCollege,E,0.125682773
2022-03,310.0,2236.264776278367,3,True,29,HighSchoolOrCollege,H,0.061286667999999996
2022-03,311.0,977.0147460155391,3,True,45,HighSchoolOrCollege,D,0.699020662
2022-03,312.0,2641.4777391435305,3,True,42,HighSchoolOrCollege,A,0.260798961
2022-03,313.0,1890.298578358813,3,True,55,Low,I,0.093271632
2022-03,314.0,2017.21225522237,3,True,20,HighSchoolOrCollege,H,0.6333351420000001
2022-03,315.0,5540.396149031868,3,True,25,Graduate,B,0.28766641600000004
2022-03,316.0,2787.6713468649,3,True,34,HighSchoolOrCollege,H,0.17538648899999998
2022-03,317.0,1412.7999688048158,3,True,52,Low,G,0.49408742899999997
2022-03,318.0,1634.8423284535872,3,True,55,HighSchoolOrCollege,F,0.473772081
2022-03,319.0,1650.4830527585236,3,True,32,Low,B,0.253614379
2022-03,320.0,3646.083798978197,3,True,53,Bachelors,G,0.477539156
2022-03,321.0,3343.7654943804423,3,True,18,Graduate,F,0.842877969
2022-03,322.0,1497.1044353542507,3,True,59,HighSchoolOrCollege,I,0.650831243
2022-03,323.0,2899.424349502782,3,True,31,Graduate,B,0.757226712
2022-03,324.0,2417.418483531078,3,True,48,HighSchoolOrCollege,C,0.12218282800000001
2022-03,325.0,1945.3854599861206,3,True,19,HighSchoolOrCollege,I,0.48044194799999995
2022-03,326.0,3290.7471282531233,3,True,24,Bachelors,F,0.654885921
2022-03,327.0,2814.6439837950384,2,False,55,HighSchoolOrCollege,C,0.228872071
2022-03,328.0,1492.0452429899503,2,False,51,Low,H,0.34604760799999995
2022-03,329.0,5218.234663812842,2,False,53,Bachelors,J,0.085267909
2022-03,330.0,2823.3969505649106,2,False,25,Graduate,G,0.7738118
2022-03,331.0,4720.953989526683,2,False,18,Graduate,G,0.417763616
2022-03,332.0,4606.983973023318,2,False,23,Bachelors,H,0.323175901
2022-03,333.0,4847.563160947149,2,False,37,Bachelors,G,0.299174844
2022-03,334.0,4821.755934040188,2,False,22,Bachelors,J,0.10318576800000001
2022-03,335.0,5426.1126520795015,2,False,47,Graduate,H,0.328727521
2022-03,336.0,5101.008422219377,2,False,56,Graduate,G,0.6004548129999999
2022-03,337.0,6418.458886683704,2,False,58,Graduate,B,0.108965479
2022-03,338.0,728.9424525618854,2,False,52,HighSchoolOrCollege,H,0.713809975
2022-03,339.0,4708.207238890201,2,False,29,Bachelors,H,0.21098913
